Time[ms];Pressure[Pa];Approxaltitude[m];Temperature[degC];accX[m/s2];accY[m/s2];accZ[m/s2];rotX[rad/s];rotY[rad/s];rotZ[rad/s];magX[uT];magY[uT];magZ[uT];roll[deg];pitch[deg];heading[deg];tempMPU[degC];Satellites[];Date[yyyy-mm-dd];Time[hh:mm:ss];Latitude[deg];Longitude[deg];RelativeX[m];RelativeY[m];Altitude[m];Angle[deg];deltapressure[Pa];speed[m/s];tempPitot[degC];Ch0;Ch1;Ch2;Ch3;
422465;101846;-43.35;32.0;1.015;-0.618;-10.262;0.021;-0.068;-0.012;-8.990;74.557;59.291;3.2;-4.9;273.6;34.5;12;2025-05-13;14:53:03;51.935539;4.194826;-11942.762695;-6899.000977;7.7;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
422499;101846;-43.35;32.0;0.972;-0.627;-10.396;0.021;-0.069;-0.012;-8.990;74.557;59.291;3.2;-4.9;273.6;34.5;12;2025-05-13;14:53:03;51.935539;4.194826;-11942.762695;-6899.000977;7.7;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
422599;101848;-43.46;32.0;0.948;-0.632;-10.549;0.019;-0.058;-0.021;-8.990;74.557;59.291;3.2;-4.9;273.6;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.7;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
422699;101848;-43.53;32.0;0.967;-0.603;-10.401;0.026;-0.065;-0.007;-8.990;74.557;59.291;3.2;-4.9;273.6;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
422799;101850;-43.62;32.0;1.135;-0.522;-10.429;0.020;-0.065;-0.012;-8.990;74.557;59.291;3.2;-4.9;273.5;34.4;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
422899;101848;-43.53;32.0;1.044;-0.584;-10.434;0.028;-0.066;-0.015;-8.990;74.557;59.291;3.2;-5.0;273.5;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
422999;101849;-43.60;32.0;1.106;-0.551;-10.377;0.021;-0.058;-0.017;-8.990;74.557;59.291;3.2;-5.0;273.5;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
423099;101847;-43.39;32.0;1.082;-0.589;-10.386;0.026;-0.066;-0.015;-8.990;74.557;59.291;3.2;-5.0;273.5;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
423199;101846;-43.32;32.0;1.053;-0.555;-10.425;0.025;-0.062;-0.014;-8.990;74.557;59.291;3.2;-5.0;273.5;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
423299;101850;-43.63;32.0;1.010;-0.488;-10.329;0.023;-0.062;-0.017;-8.990;74.557;59.291;3.2;-5.0;273.5;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
423399;101847;-43.43;32.0;1.015;-0.589;-10.314;0.020;-0.067;-0.014;-5.214;77.245;64.666;3.2;-5.0;273.3;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
423499;101847;-43.38;32.0;1.030;-0.512;-10.367;0.023;-0.067;-0.009;-5.214;77.245;64.666;3.2;-4.9;273.2;34.5;12;2025-05-13;14:53:04;51.935539;4.194827;-11942.694336;-6898.963867;7.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
423599;101851;-43.72;32.0;1.034;-0.522;-10.410;0.023;-0.064;-0.013;-5.214;77.245;64.666;3.2;-4.8;273.1;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
423699;101845;-43.25;32.0;1.073;-0.517;-10.338;0.020;-0.066;-0.015;-5.214;77.245;64.666;3.1;-4.8;273.1;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
423799;101848;-43.51;32.0;1.044;-0.584;-10.420;0.026;-0.066;-0.012;-5.214;77.245;64.666;3.2;-4.7;273.0;34.4;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
423899;101848;-43.45;32.0;1.006;-0.512;-10.310;0.022;-0.065;-0.012;-5.214;77.245;64.666;3.1;-4.7;272.9;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;39.45;8.10;27.0;399.00;399.00;399.00;399.00;
423999;101847;-43.38;32.0;0.953;-0.594;-10.405;0.021;-0.068;-0.009;-5.214;77.245;64.666;3.2;-4.6;272.8;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
424099;101847;-43.43;32.0;1.020;-0.575;-10.444;0.021;-0.063;-0.014;-5.214;77.245;64.666;3.2;-4.6;272.7;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
424199;101844;-43.20;32.0;1.092;-0.589;-10.630;0.007;-0.060;-0.029;-5.214;77.245;64.666;3.2;-4.6;272.6;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
424299;101848;-43.47;32.0;1.259;-0.584;-10.276;0.003;-0.054;-0.052;-5.214;77.245;64.666;3.2;-4.6;272.6;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
424399;101847;-43.39;32.0;1.571;-0.378;-10.755;-0.023;-0.035;-0.081;-5.214;77.245;64.666;3.1;-4.7;272.5;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;28.93;6.93;27.0;399.00;399.00;399.00;399.00;
424499;101847;-43.38;32.0;1.633;-0.623;-10.961;-0.060;-0.030;-0.112;-5.214;77.245;64.666;3.1;-4.8;272.4;34.5;12;2025-05-13;14:53:05;51.935539;4.194826;-11942.728516;-6898.963867;7.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
424599;101850;-43.64;32.0;0.996;-0.388;-9.510;-0.064;-0.088;-0.112;-5.214;77.245;64.666;3.1;-4.8;272.4;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;7.3;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
424699;101848;-43.53;32.0;0.781;0.048;-8.591;0.076;-0.112;-0.080;-5.214;77.245;64.666;2.9;-4.8;272.3;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
424799;101850;-43.67;32.0;1.207;-0.129;-10.654;0.132;-0.071;-0.084;-5.214;77.245;64.666;2.8;-4.8;272.3;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
424899;101845;-43.25;32.0;0.996;-0.766;-11.602;0.040;-0.052;-0.100;-5.214;77.245;64.666;2.9;-4.7;272.2;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
424999;101846;-43.31;32.0;1.010;-0.685;-10.961;-0.061;-0.058;-0.093;-5.214;77.245;64.666;2.9;-4.7;272.1;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
425099;101846;-43.31;32.0;1.168;-0.230;-10.377;-0.092;-0.055;-0.098;-5.214;77.245;64.666;2.8;-4.7;272.1;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;28.93;6.93;27.0;399.00;399.00;399.00;399.00;
425199;101847;-43.42;32.0;0.474;-0.014;-9.117;-0.034;-0.084;-0.058;-5.214;77.245;64.666;2.7;-4.5;272.0;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
425299;101848;-43.49;32.0;0.594;0.153;-9.610;0.078;-0.104;-0.007;-5.214;77.245;64.666;2.5;-4.4;272.0;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
425399;101848;-43.52;32.0;0.824;-0.283;-9.879;0.137;-0.069;0.023;-5.214;76.887;65.013;2.5;-4.4;271.9;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
425499;101847;-43.38;32.0;1.365;-0.436;-10.841;0.144;-0.043;0.006;-4.675;77.066;64.492;2.5;-4.5;271.9;34.5;12;2025-05-13;14:53:06;51.935535;4.194827;-11942.659180;-6899.167969;6.8;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
425599;101847;-43.43;32.0;1.729;-0.934;-11.928;0.000;-0.039;-0.022;-4.675;77.066;64.492;2.6;-4.6;271.8;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.8;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
425699;101845;-43.26;32.0;1.767;-0.397;-11.229;-0.119;-0.059;-0.067;-4.675;77.066;64.492;2.5;-4.7;271.8;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
425799;101845;-43.26;32.0;1.101;-0.005;-9.275;-0.079;-0.053;-0.081;-4.675;77.066;64.492;2.4;-4.8;271.7;34.4;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
425899;101846;-43.36;32.0;0.757;0.053;-9.304;0.003;-0.063;-0.068;-4.675;77.066;64.492;2.3;-4.7;271.7;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
425999;101847;-43.41;32.0;0.350;0.043;-9.711;0.086;-0.091;-0.015;-4.675;77.066;64.492;2.1;-4.5;271.6;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
426099;101844;-43.13;32.0;0.503;-0.153;-9.907;0.138;-0.100;0.038;-4.675;77.066;64.492;2.1;-4.4;271.6;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
426199;101847;-43.39;32.0;0.742;-0.469;-10.142;0.161;-0.072;0.067;-4.675;77.066;64.492;2.1;-4.3;271.5;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
426299;101847;-43.38;32.0;1.844;-0.766;-12.278;0.035;-0.022;0.023;-4.675;77.066;64.492;2.2;-4.5;271.4;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
426399;101844;-43.18;32.0;1.350;-0.311;-10.271;0.017;-0.066;-0.031;-4.675;77.066;64.492;2.2;-4.6;271.4;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
426499;101846;-43.34;32.0;1.058;-0.498;-10.281;0.040;-0.072;-0.038;-4.675;77.066;64.492;2.2;-4.6;271.3;34.5;12;2025-05-13;14:53:07;51.935535;4.194828;-11942.648438;-6899.186523;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
426599;101843;-43.10;32.0;0.503;-0.699;-10.745;0.027;-0.059;-0.005;-4.675;77.066;64.492;2.3;-4.4;271.3;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
426699;101843;-43.10;32.0;1.245;-0.287;-10.334;0.033;-0.072;0.009;-4.675;77.066;64.492;2.3;-4.5;271.2;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
426799;101843;-43.11;32.0;1.269;-0.599;-10.506;0.022;-0.077;-0.016;-4.675;77.066;64.492;2.3;-4.6;271.2;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;42.61;8.41;27.0;399.00;399.00;399.00;399.00;
426899;101845;-43.28;32.0;0.958;-0.460;-10.381;0.022;-0.065;-0.016;-4.675;77.066;64.492;2.3;-4.5;271.1;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
426999;101846;-43.35;32.0;0.967;-0.541;-10.487;0.029;-0.054;-0.011;-4.675;77.066;64.492;2.4;-4.5;271.1;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427099;101844;-43.14;32.0;1.149;-0.431;-10.343;0.022;-0.068;-0.012;-4.675;77.066;64.492;2.4;-4.6;271.1;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427199;101844;-43.17;32.0;0.905;-0.532;-10.425;0.026;-0.068;-0.015;-4.495;78.321;65.013;2.4;-4.5;271.0;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;39.45;8.10;27.0;399.00;399.00;399.00;399.00;
427299;101846;-43.29;32.0;1.010;-0.464;-10.324;0.022;-0.056;-0.011;-5.394;78.500;64.492;2.4;-4.6;271.0;34.5;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
427399;101846;-43.29;32.0;1.058;-0.503;-10.290;0.023;-0.067;-0.013;-5.394;78.500;64.492;2.4;-4.6;270.9;34.6;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
427499;101846;-43.31;32.0;1.001;-0.536;-10.391;0.023;-0.063;-0.016;-5.394;78.500;64.492;2.5;-4.6;270.9;34.6;12;2025-05-13;14:53:08;51.935535;4.194825;-11942.785156;-6899.149414;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427599;101844;-43.20;32.0;1.020;-0.503;-10.353;0.025;-0.060;-0.012;-5.394;78.500;64.492;2.5;-4.6;270.9;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.6;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427699;101843;-43.10;32.0;1.082;-0.455;-10.453;0.022;-0.065;-0.012;-5.394;78.500;64.492;2.5;-4.7;270.9;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427799;101845;-43.22;32.0;0.958;-0.474;-10.401;0.025;-0.064;-0.014;-5.394;78.500;64.492;2.5;-4.7;270.8;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
427899;101844;-43.16;32.0;1.015;-0.479;-10.334;0.023;-0.064;-0.013;-5.394;78.500;64.492;2.5;-4.7;270.8;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
427999;101847;-43.40;32.0;0.991;-0.522;-10.410;0.023;-0.066;-0.014;-5.394;78.500;64.492;2.5;-4.7;270.8;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
428099;101846;-43.34;32.0;0.761;-0.512;-10.219;0.043;-0.068;-0.014;-5.394;78.500;64.492;2.5;-4.6;270.8;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
428199;101847;-43.38;32.0;0.982;-0.560;-10.458;0.028;-0.061;-0.012;-5.394;78.500;64.492;2.6;-4.6;270.7;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
428299;101845;-43.28;32.0;0.881;-0.555;-10.334;0.025;-0.064;-0.014;-5.394;78.500;64.492;2.6;-4.6;270.7;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
428399;101844;-43.14;32.0;0.948;-0.503;-10.401;0.027;-0.064;-0.007;-5.394;78.500;64.492;2.6;-4.6;270.7;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
428499;101844;-43.19;32.0;1.087;-0.541;-10.415;0.022;-0.061;-0.012;-5.394;78.500;64.492;2.6;-4.7;270.7;34.5;12;2025-05-13;14:53:09;51.935535;4.194822;-11943.001953;-6899.093750;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
428599;101843;-43.10;32.0;1.015;-0.431;-10.233;0.025;-0.072;-0.020;-5.394;78.500;64.492;2.6;-4.7;270.7;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
428699;101845;-43.24;32.0;0.766;-0.565;-10.401;0.026;-0.062;-0.011;-5.394;78.500;64.492;2.7;-4.6;270.6;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
428799;101845;-43.23;32.0;1.092;-0.464;-10.453;0.025;-0.059;-0.009;-5.394;78.500;64.492;2.6;-4.7;270.6;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
428899;101846;-43.34;32.0;1.049;-0.450;-10.377;0.025;-0.070;-0.019;-5.394;78.500;64.492;2.6;-4.7;270.6;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
428999;101846;-43.32;32.0;0.867;-0.546;-10.415;0.023;-0.063;-0.013;-5.394;78.500;64.492;2.7;-4.7;270.6;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429099;101846;-43.31;32.0;1.049;-0.527;-10.377;0.022;-0.065;-0.011;-5.394;78.500;64.492;2.7;-4.7;270.6;34.4;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429199;101848;-43.52;32.0;1.006;-0.479;-10.353;0.022;-0.070;-0.018;-5.394;78.500;64.492;2.7;-4.7;270.5;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;40.51;8.20;27.0;399.00;399.00;399.00;399.00;
429299;101848;-43.45;32.0;0.972;-0.474;-10.377;0.023;-0.063;-0.015;-5.394;79.217;65.533;2.7;-4.7;270.5;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;28.93;6.93;27.0;399.00;399.00;399.00;399.00;
429399;101846;-43.34;32.0;1.020;-0.527;-10.429;0.026;-0.063;-0.012;-3.237;78.859;62.759;2.7;-4.7;270.5;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429499;101845;-43.23;32.0;0.977;-0.517;-10.348;0.026;-0.068;-0.018;-3.237;78.859;62.759;2.7;-4.7;270.4;34.5;12;2025-05-13;14:53:10;51.935535;4.194821;-11943.059570;-6899.056641;6.4;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429599;101846;-43.32;32.0;0.962;-0.488;-10.396;0.026;-0.064;-0.014;-3.237;78.859;62.759;2.7;-4.7;270.3;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.4;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
429699;101847;-43.41;32.0;0.991;-0.522;-10.305;0.023;-0.068;-0.015;-3.237;78.859;62.759;2.7;-4.7;270.3;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429799;101847;-43.43;32.0;0.977;-0.512;-10.329;0.022;-0.068;-0.015;-3.237;78.859;62.759;2.7;-4.6;270.2;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
429899;101844;-43.19;32.0;0.991;-0.498;-10.420;0.021;-0.063;-0.014;-3.237;78.859;62.759;2.7;-4.6;270.2;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
429999;101845;-43.27;32.0;0.996;-0.503;-10.367;0.026;-0.066;-0.018;-3.237;78.859;62.759;2.7;-4.6;270.1;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430099;101845;-43.27;32.0;0.991;-0.498;-10.300;0.023;-0.063;-0.016;-3.237;78.859;62.759;2.7;-4.6;270.1;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430199;101844;-43.17;32.0;1.006;-0.484;-10.420;0.022;-0.065;-0.013;-3.237;78.859;62.759;2.7;-4.6;270.0;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;31.04;7.18;27.0;399.00;399.00;399.00;399.00;
430299;101846;-43.32;32.0;0.986;-0.541;-10.468;0.021;-0.065;-0.014;-3.237;78.859;62.759;2.7;-4.6;270.0;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
430399;101846;-43.36;32.0;1.010;-0.493;-10.420;0.022;-0.063;-0.013;-3.237;78.859;62.759;2.7;-4.6;270.0;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
430499;101843;-43.08;32.0;1.025;-0.484;-10.434;0.025;-0.069;-0.013;-3.237;78.859;62.759;2.7;-4.6;269.9;34.5;12;2025-05-13;14:53:11;51.935539;4.194822;-11943.013672;-6898.982422;6.5;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430599;101844;-43.12;32.0;0.958;-0.455;-10.338;0.022;-0.065;-0.010;-3.237;78.859;62.759;2.7;-4.6;269.9;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.5;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
430699;101843;-43.09;32.0;1.030;-0.508;-10.386;0.018;-0.066;-0.014;-3.237;78.859;62.759;2.7;-4.6;269.8;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430799;101840;-42.83;32.0;0.991;-0.479;-10.305;0.023;-0.060;-0.014;-3.237;78.859;62.759;2.7;-4.6;269.8;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430899;101845;-43.22;32.0;1.001;-0.488;-10.439;0.022;-0.062;-0.015;-3.237;78.859;62.759;2.7;-4.6;269.8;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
430999;101845;-43.21;32.0;1.020;-0.488;-10.381;0.022;-0.067;-0.013;-3.237;78.859;62.759;2.7;-4.6;269.7;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
431099;101844;-43.19;32.0;0.962;-0.512;-10.425;0.022;-0.064;-0.017;-5.394;79.934;62.412;2.7;-4.7;269.7;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
431199;101844;-43.17;32.0;1.001;-0.517;-10.396;0.023;-0.062;-0.016;-3.956;78.859;64.839;2.7;-4.7;269.7;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;33.14;7.42;27.0;399.00;399.00;399.00;399.00;
431299;101841;-42.93;32.0;0.986;-0.522;-10.334;0.022;-0.070;-0.011;-3.956;78.859;64.839;2.8;-4.7;269.7;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
431399;101844;-43.18;32.0;0.972;-0.570;-10.396;0.026;-0.067;-0.013;-3.956;78.859;64.839;2.8;-4.7;269.7;34.4;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;36.30;7.77;27.0;399.00;399.00;399.00;399.00;
431499;101842;-42.98;32.0;1.034;-0.565;-10.425;0.025;-0.061;-0.018;-3.956;78.859;64.839;2.8;-4.7;269.6;34.5;12;2025-05-13;14:53:12;51.935539;4.194821;-11943.047852;-6898.926758;6.3;346.82;37.35;7.88;27.0;399.00;399.00;399.00;399.00;
