Time[ms];Pressure[Pa];Approxaltitude[m];Temperature[degC];accX[m/s2];accY[m/s2];accZ[m/s2];rotX[rad/s];rotY[rad/s];rotZ[rad/s];magX[uT];magY[uT];magZ[uT];roll[deg];pitch[deg];heading[deg];tempMPU[degC];Satellites[];Date[yyyy-mm-dd];Time[hh:mm:ss];Latitude[deg];Longitude[deg];RelativeX[m];RelativeY[m];Altitude[m];Angle[deg];deltapressure[Pa];speed[m/s];tempPitot[degC];Ch0;Ch1;Ch2;Ch3;
340094;99096;187.22;28.3;1.729;1.571;-11.717;0.044;0.562;-0.276;25.533;4.301;27.045;-7.0;31.1;6.8;33.3;12;2025-05-13;13:09:44;51.937.733;4.196.914;-11.799.609.375;-6.654.544.922;172.1;24.70;309.85;22.69;23.1;396.00;395.00;395.00;396.00;
340194;99091;187.61;28.3;1.532;3.309;-10.405;0.011;0.406;-0.268;25.533;4.301;27.045;-6.9;30.7;6.7;33.3;12;2025-05-13;13:09:44;51.937.733;4.196.914;-11.799.609.375;-6.654.544.922;172.1;24.61;294.07;22.10;23.1;396.00;395.00;395.00;396.00;
340294;99081;188.44;28.3;2.107;2.145;-10.410;0.012;0.214;-0.260;25.533;4.301;27.045;-6.4;30.2;6.9;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;172.1;24.52;294.07;22.10;23.1;396.00;395.00;395.00;396.00;
340394;99072;189.27;28.3;2.049;3.122;-10.645;0.089;0.185;-0.217;25.533;4.301;27.045;-6.2;29.8;6.8;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;24.43;282.49;21.66;23.1;396.00;395.00;395.00;396.00;
340494;99062;190.06;28.3;0.953;2.940;-9.170;0.036;0.154;-0.158;25.533;4.301;27.045;-6.1;29.7;6.7;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;24.08;288.81;21.90;23.1;396.00;395.00;395.00;396.00;
340594;99052;190.92;28.3;1.915;1.709;-8.298;-0.003;0.247;-0.113;25.533;4.301;27.045;-5.7;29.2;6.8;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;23.91;290.91;21.98;23.1;396.00;395.00;395.00;396.00;
340694;99050;191.07;28.3;1.575;1.240;-10.501;-0.020;0.174;-0.127;25.533;4.301;27.045;-5.1;29.0;7.0;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;23.91;304.59;22.49;23.1;396.00;395.00;395.00;396.00;
340794;99044;191.66;28.3;1.393;1.178;-11.353;-0.056;0.239;-0.076;25.533;4.301;27.045;-4.4;28.8;7.2;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;24.08;307.75;22.61;23.1;396.00;395.00;395.00;396.00;
340894;99038;192.16;28.3;2.605;2.413;-10.875;-0.032;0.504;-0.038;25.533;4.301;27.045;-4.2;28.4;7.2;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;24.08;298.28;22.26;23.1;396.00;395.00;395.00;396.00;
340994;99031;192.74;28.3;3.256;4.041;-11.564;-0.125;0.586;-0.047;25.533;4.301;27.045;-4.4;27.9;7.0;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;24.17;295.12;22.14;23.1;396.00;395.00;395.00;396.00;
341094;99023;193.40;28.3;0.125;3.275;-8.097;-0.053;0.340;-0.016;25.533;4.301;27.045;-4.8;28.2;6.7;33.3;12;2025-05-13;13:09:45;51.937.817;4.196.702;-11.814.116.211;-6.645.509.277;176.5;23.99;304.59;22.49;23.1;396.00;395.00;395.00;396.00;
341194;99016;194.03;28.3;2.016;1.743;-9.721;-0.053;0.202;0.039;25.533;4.301;27.045;-4.4;27.9;6.7;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;176.5;23.91;304.59;22.49;23.1;396.00;395.00;395.00;396.00;
341294;99010;194.55;28.3;1.111;1.379;-12.742;-0.097;0.162;0.098;-9.530;0.538;22.364;-4.2;26.3;6.4;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;176.5;24.17;300.38;22.34;23.1;396.00;395.00;395.00;396.00;
341394;99005;194.92;28.3;1.298;2.892;-10.712;-0.039;0.223;0.121;-9.530;0.538;22.364;-4.4;24.8;5.9;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.43;300.38;22.34;23.1;396.00;395.00;395.00;396.00;
341494;99002;195.18;28.3;1.346;2.883;-11.124;0.062;0.087;0.141;-9.530;0.538;22.364;-4.6;23.3;5.5;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.35;309.85;22.69;23.1;396.00;395.00;395.00;396.00;
341594;98988;196.34;28.3;-0.493;3.615;-9.180;0.094;-0.070;0.163;-9.530;0.538;22.364;-5.1;22.4;4.9;33.2;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.17;288.81;21.90;23.1;396.00;395.00;395.00;396.00;
341694;98983;196.79;28.3;1.844;2.351;-8.351;0.010;-0.224;0.192;-9.530;0.538;22.364;-5.3;20.8;4.5;33.2;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.17;288.81;21.90;23.1;396.00;395.00;395.00;396.00;
341794;98978;197.20;28.3;0.757;2.452;-11.612;-0.035;-0.315;0.185;-9.530;0.538;22.364;-5.3;19.7;4.1;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.26;306.69;22.57;23.1;396.00;395.00;395.00;396.00;
341894;98973;197.65;28.3;1.623;2.854;-10.875;-0.028;-0.325;0.196;-9.530;0.538;22.364;-5.5;18.4;3.8;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.08;291.96;22.02;23.1;396.00;395.00;395.00;396.00;
341994;98962;198.56;28.3;-0.177;1.331;-11.698;-0.021;-0.340;0.183;-9.530;0.538;22.364;-5.2;17.6;3.5;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.08;340.36;23.78;23.1;396.00;395.00;395.00;396.00;
342094;98952;199.43;28.3;0.656;1.326;-12.646;0.012;-0.409;0.157;-9.530;0.538;22.364;-4.9;16.6;3.3;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.26;344.57;23.92;23.1;396.00;395.00;395.00;396.00;
342194;98951;199.54;28.3;-1.049;0.335;-12.225;-0.016;-0.494;0.128;-9.530;0.538;22.364;-4.4;16.1;3.2;33.3;12;2025-05-13;13:09:46;51.937.912;4.196.468;-11.830.188.477;-6.634.859.863;178.6;24.43;341.41;23.81;23.1;396.00;395.00;395.00;396.00;
342294;98939;200.50;28.3;0.781;2.318;-11.995;-0.077;-0.389;0.124;-9.530;0.538;22.364;-4.5;15.2;2.9;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;178.6;24.52;317.21;22.96;23.1;396.00;395.00;395.00;396.00;
342394;98936;200.76;28.3;0.814;2.840;-13.374;-0.072;-0.064;0.124;-9.530;0.538;22.364;-4.6;14.3;2.7;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.43;322.48;23.14;23.1;396.00;395.00;395.00;396.00;
342494;98928;201.48;28.3;0.172;1.748;-9.687;-0.043;0.157;0.096;-9.530;0.538;22.364;-4.6;13.5;2.5;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.52;295.12;22.14;23.1;396.00;395.00;395.00;396.00;
342594;98921;202.05;28.3;-0.431;3.390;-10.271;-0.069;0.093;0.033;-9.530;0.538;22.364;-5.0;13.0;2.2;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.52;310.90;22.73;23.1;396.00;395.00;395.00;396.00;
342694;98915;202.61;28.3;-0.062;2.222;-12.354;0.046;0.181;-0.012;-9.530;0.538;22.364;-5.0;12.4;1.9;33.2;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.61;301.43;22.38;23.1;396.00;395.00;395.00;396.00;
342794;98911;202.92;28.3;0.211;2.571;-12.048;-0.031;0.240;-0.039;-9.530;0.538;22.364;-5.0;11.7;1.7;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.70;294.07;22.10;22.3;396.00;395.00;395.00;396.00;
342894;98901;203.75;28.3;0.881;3.084;-11.344;-0.033;0.228;-0.079;-9.530;0.538;22.364;-5.3;10.9;1.5;33.3;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.87;298.28;22.26;22.3;396.00;395.00;395.00;396.00;
342994;98896;204.17;28.3;0.814;3.184;-11.277;-0.026;0.095;-0.101;-9.530;0.538;22.364;-5.5;10.2;1.3;33.2;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.87;294.07;22.10;22.3;396.00;395.00;395.00;396.00;
343094;98885;205.11;28.3;-0.618;2.447;-11.990;-0.029;-0.167;-0.105;-9.530;0.538;22.364;-5.5;9.9;1.1;33.2;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.87;306.69;22.57;22.3;396.00;395.00;395.00;396.00;
343194;98879;205.66;28.3;0.345;1.724;-11.052;-0.022;-0.623;-0.118;-7.912;2.509;23.925;-5.2;9.5;0.9;33.2;12;2025-05-13;13:09:47;51.938.049;4.196.248;-11.845.278.320;-6.619.405.273;182.1;24.79;294.07;22.10;23.1;396.00;395.00;395.00;396.00;
343294;98867;206.62;28.3;1.791;1.331;-9.314;-0.006;-0.790;-0.051;-3.416;2.688;25.485;-4.8;8.7;0.7;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;182.1;24.87;300.38;22.34;22.3;396.00;395.00;395.00;396.00;
343394;98863;207.60;28.2;1.743;2.844;-12.967;-0.031;-0.877;-0.005;-3.416;2.688;25.485;-4.7;8.2;0.6;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;24.87;309.85;22.69;22.3;396.00;395.00;395.00;396.00;
343494;98852;207.94;28.3;1.010;3.189;-12.757;0.016;-0.895;0.031;-3.416;2.688;25.485;-4.6;7.8;0.4;33.3;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.05;303.54;22.45;22.3;396.00;395.00;395.00;396.00;
343594;98839;209.02;28.2;1.264;3.467;-12.603;0.053;-0.888;0.072;-3.416;2.688;25.485;-4.6;7.4;0.2;33.3;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.05;295.12;22.14;22.3;396.00;395.00;395.00;396.00;
343694;98836;209.28;28.3;0.508;2.945;-9.663;0.088;-0.881;0.078;-3.416;2.688;25.485;-4.7;7.1;360.0;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;24.96;287.76;21.86;22.3;396.00;395.00;395.00;396.00;
343794;98824;210.31;28.3;-1.101;2.203;-10.927;0.023;-0.882;0.111;-3.416;2.688;25.485;-4.6;7.3;359.8;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.05;291.96;22.02;22.3;396.00;395.00;395.00;396.00;
343894;98817;210.87;28.2;0.144;2.447;-8.940;0.011;-0.939;0.084;-3.416;2.688;25.485;-4.6;7.2;359.6;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.22;295.12;22.14;22.3;396.00;395.00;395.00;396.00;
343994;98808;211.62;28.3;0.115;3.089;-8.758;0.047;-0.842;0.077;-3.416;2.688;25.485;-4.9;7.0;359.4;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.22;301.43;22.38;22.3;396.00;395.00;395.00;396.00;
344094;98800;212.30;28.3;1.164;2.428;-10.549;0.088;-0.784;0.064;-3.416;2.688;25.485;-4.7;6.6;359.3;33.3;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.31;294.07;22.10;22.3;396.00;395.00;395.00;396.00;
344194;98791;213.07;28.3;-0.034;3.419;-13.202;-0.002;-0.715;0.036;-3.416;2.688;25.485;-4.7;6.5;359.1;33.2;12;2025-05-13;13:09:48;51.938.210;4.196.043;-11.859.293.945;-6.601.649.902;184.4;25.49;257.24;20.67;22.3;396.00;395.00;395.00;396.00;
344294;98784;213.70;28.3;-0.685;3.165;-11.033;-0.136;-0.609;0.007;-3.416;2.688;25.485;-4.8;6.6;358.9;33.3;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;184.4;25.31;287.76;21.86;22.3;396.00;395.00;395.00;396.00;
344394;98772;214.69;28.3;0.517;2.322;-10.583;-0.079;-0.359;-0.046;-3.416;2.688;25.485;-4.7;6.4;358.8;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.31;317.21;22.96;22.3;396.00;395.00;395.00;396.00;
344494;98769;214.97;28.3;-0.029;2.902;-11.545;-0.098;-0.342;-0.109;-3.416;2.688;25.485;-4.7;6.3;358.6;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.40;300.38;22.34;22.3;396.00;395.00;395.00;396.00;
344594;98757;215.98;28.3;0.235;2.945;-11.899;-0.059;-0.274;-0.146;-3.416;2.688;25.485;-4.7;6.1;358.5;33.3;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.31;297.22;22.22;22.3;396.00;395.00;395.00;396.00;
344694;98750;216.60;28.3;-0.412;1.757;-9.864;-0.091;-0.148;-0.191;-3.416;2.688;25.485;-4.5;6.1;358.4;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.31;310.90;22.73;22.3;396.00;395.00;395.00;396.00;
344794;98742;217.26;28.3;-0.302;2.308;-11.727;-0.050;0.002;-0.246;-3.416;2.688;25.485;-4.3;6.0;358.3;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.22;284.60;21.74;22.3;396.00;395.00;395.00;396.00;
344894;98730;218.28;28.3;-1.824;3.721;-9.448;-0.102;-0.151;-0.294;-3.416;2.688;25.485;-4.7;6.4;358.1;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.14;239.36;19.94;22.3;396.00;395.00;395.00;396.00;
344994;98724;218.82;28.3;0.450;2.787;-9.395;-0.130;-0.141;-0.340;-3.416;2.688;25.485;-4.8;6.2;358.0;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.14;306.69;22.57;22.3;396.00;395.00;395.00;396.00;
345094;98711;219.87;28.2;-1.015;1.595;-12.857;-0.138;-0.088;-0.389;-3.416;2.688;25.485;-4.5;6.3;357.9;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.14;285.65;21.78;22.3;396.00;395.00;395.00;396.00;
345194;98713;219.76;28.3;1.302;2.275;-11.569;-0.129;-0.037;-0.414;39.019;1.434;22.191;-4.7;8.4;357.7;33.2;12;2025-05-13;13:09:49;51.938.358;4.195.861;-11.871.768.555;-6.585.082.031;186.0;25.05;295.12;22.14;22.3;396.00;395.00;395.00;396.00;
345294;98701;220.78;28.2;-0.852;3.850;-12.043;-0.187;-0.240;-0.427;39.019;1.434;22.191;-5.3;11.0;357.4;33.3;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;186.0;25.05;313.01;22.80;22.3;396.00;395.00;395.00;396.00;
345394;98696;221.18;28.2;1.221;3.941;-10.788;-0.142;-0.324;-0.438;39.019;1.434;22.191;-6.0;13.0;357.1;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.87;298.28;22.26;22.3;396.00;395.00;395.00;396.00;
345494;98687;221.97;28.2;0.302;2.954;-8.983;-0.170;-0.234;-0.438;39.019;1.434;22.191;-6.6;15.1;356.7;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.79;205.69;18.48;22.3;396.00;395.00;395.00;396.00;
345594;98683;222.27;28.2;-0.321;0.713;-11.109;-0.178;-0.144;-0.454;39.019;1.434;22.191;-6.3;17.3;356.6;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.70;260.40;20.80;22.3;396.00;395.00;395.00;396.00;
345694;98680;222.50;28.2;-0.464;1.494;-11.875;-0.183;-0.009;-0.434;39.019;1.434;22.191;-6.3;19.4;356.4;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.61;322.48;23.14;22.3;396.00;395.00;395.00;396.00;
345794;98677;222.76;28.2;-0.105;2.155;-12.651;-0.262;0.046;-0.421;39.019;1.434;22.191;-6.4;21.3;356.1;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.52;314.06;22.84;22.3;396.00;395.00;395.00;396.00;
345894;98674;223.06;28.2;-0.211;1.968;-10.832;-0.216;0.146;-0.431;39.019;1.434;22.191;-6.5;23.1;355.9;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.52;354.04;24.25;22.3;396.00;395.00;395.00;396.00;
345994;98673;223.16;28.3;-0.532;1.279;-12.369;-0.229;-0.004;-0.409;39.019;1.434;22.191;-6.4;24.9;355.8;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.43;328.79;23.37;22.3;396.00;395.00;395.00;396.00;
346094;98664;223.92;28.3;-0.929;1.585;-12.675;-0.203;-0.260;-0.385;39.019;1.434;22.191;-6.3;26.6;355.6;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.43;310.90;22.73;22.3;396.00;395.00;395.00;396.00;
346194;98659;224.36;28.3;-0.297;2.236;-12.843;-0.198;-0.386;-0.336;39.019;1.434;22.191;-6.4;28.1;355.4;33.2;12;2025-05-13;13:09:50;51.938.488;4.195.648;-11.886.389.648;-6.570.666.016;191.9;24.52;354.04;24.25;22.3;396.00;395.00;395.00;396.00;
346294;98659;224.34;28.3;0.646;1.460;-11.995;-0.210;-0.311;-0.284;39.019;1.434;22.191;-6.3;29.2;355.3;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;191.9;24.79;368.77;24.75;22.3;396.00;395.00;395.00;396.00;
346394;98652;224.92;28.3;-0.330;1.853;-13.791;-0.230;-0.217;-0.271;39.019;1.434;22.191;-6.3;30.5;355.1;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.87;381.39;25.17;22.3;396.00;395.00;395.00;396.00;
346494;98647;225.34;28.3;-0.330;1.997;-16.228;-0.187;0.099;-0.258;39.019;1.434;22.191;-6.2;31.5;355.0;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.87;382.45;25.21;22.3;396.00;395.00;395.00;396.00;
346594;98644;225.62;28.3;-0.651;3.266;-14.964;-0.217;0.190;-0.270;39.019;1.434;22.191;-6.4;32.6;354.8;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.79;319.32;23.03;22.3;396.00;395.00;395.00;396.00;
346694;98640;225.97;28.3;0.814;2.988;-14.389;-0.295;0.198;-0.331;39.019;1.434;22.191;-6.6;33.3;354.5;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.61;371.92;24.86;22.3;396.00;395.00;395.00;396.00;
346794;98630;226.76;28.2;1.034;0.886;-9.998;-0.184;0.320;-0.375;39.019;1.434;22.191;-6.4;33.8;354.5;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.26;392.97;25.55;22.3;396.00;395.00;395.00;396.00;
346894;98627;227.04;28.2;0.148;0.024;-13.666;-0.294;0.198;-0.378;39.019;1.434;22.191;-5.9;34.5;354.7;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;24.08;421.37;26.46;22.3;396.00;395.00;395.00;396.00;
346994;98622;227.50;28.2;0.651;1.604;-11.885;-0.373;0.210;-0.372;39.019;1.434;22.191;-5.9;35.0;354.6;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;23.99;281.44;21.62;22.3;396.00;395.00;395.00;396.00;
347094;98625;227.26;28.2;2.097;1.087;-13.939;-0.366;-0.056;-0.385;32.366;-1.075;28.085;-5.7;34.4;354.7;33.2;12;2025-05-13;13:09:51;51.938.618;4.195.403;-11.903.227.539;-6.556.269.043;195.8;23.82;444.52;27.17;22.3;396.00;395.00;395.00;396.00;
347194;98625;227.20;28.2;0.412;1.470;-17.095;-0.425;-0.244;-0.356;32.725;-2.151;27.739;-5.7;34.2;354.7;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;195.8;23.82;427.69;26.65;22.3;396.00;395.00;395.00;396.00;
347294;98626;227.17;28.2;0.766;0.206;-16.310;-0.450;-0.366;-0.328;32.725;-2.151;27.739;-5.5;34.0;354.8;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;195.8;23.82;425.58;26.59;22.3;396.00;395.00;395.00;396.00;
347394;98624;227.32;28.2;0.771;3.749;-19.896;-0.374;-0.218;-0.289;32.725;-2.151;27.739;-5.9;33.8;354.7;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.91;421.37;26.46;22.3;396.00;395.00;395.00;396.00;
347494;98622;227.49;28.2;1.403;1.068;-17.186;-0.303;-0.022;-0.249;32.725;-2.151;27.739;-5.8;33.5;354.7;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;24.08;434.00;26.85;22.3;396.00;395.00;395.00;396.00;
347594;98617;227.87;28.2;-0.814;1.642;-17.861;-0.211;-0.133;-0.232;32.725;-2.151;27.739;-5.8;33.6;354.7;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;24.08;435.05;26.88;22.3;396.00;395.00;395.00;396.00;
347694;98609;228.56;28.2;1.451;0.081;-15.232;-0.288;-0.085;-0.211;32.725;-2.151;27.739;-5.5;33.3;354.9;33.1;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.99;363.51;24.57;22.3;396.00;395.00;395.00;396.00;
347794;98605;228.94;28.2;0.848;2.456;-16.899;-0.393;-0.042;-0.236;32.725;-2.151;27.739;-5.7;33.2;354.7;33.1;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.99;464.51;27.78;22.3;396.00;395.00;395.00;396.00;
347894;98604;228.99;28.2;-0.225;1.216;-17.962;-0.417;0.108;-0.295;32.725;-2.151;27.739;-5.7;33.2;354.8;33.1;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.91;510.80;29.13;22.3;396.00;395.00;395.00;396.00;
347994;98605;228.95;28.2;-0.105;-0.062;-18.718;-0.390;0.079;-0.322;32.725;-2.151;27.739;-5.4;33.2;355.0;33.1;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.91;396.12;25.65;22.3;396.00;395.00;395.00;396.00;
348094;98598;229.53;28.2;1.484;-0.105;-17.689;-0.346;0.046;-0.345;32.725;-2.151;27.739;-5.1;33.0;355.1;33.2;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.82;486.61;28.43;22.3;396.00;395.00;395.00;396.00;
348194;98596;229.64;28.2;-0.254;0.378;-18.158;-0.424;0.044;-0.348;32.725;-2.151;27.739;-5.0;33.0;355.2;33.1;12;2025-05-13;13:09:52;51.938.744;4.195.136;-11.921.481.445;-6.542.001.465;200.1;23.82;467.67;27.87;22.3;396.00;395.00;395.00;396.00;
348294;98596;229.70;28.2;-0.532;2.093;-18.881;-0.426;0.040;-0.334;32.725;-2.151;27.739;-5.1;33.1;355.2;33.2;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;200.1;23.82;537.11;29.87;22.3;396.00;395.00;395.00;396.00;
348394;98589;230.32;28.2;2.140;0.694;-17.981;-0.248;0.116;-0.339;32.725;-2.151;27.739;-5.0;32.8;355.3;33.1;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.82;520.27;29.40;22.3;396.00;395.00;395.00;396.00;
348494;98589;230.32;28.2;-1.058;-0.575;-18.967;-0.250;0.266;-0.325;32.725;-2.151;27.739;-4.7;33.0;355.5;33.1;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.91;477.14;28.15;22.3;396.00;395.00;395.00;396.00;
348594;98581;230.95;28.2;-0.570;-0.795;-17.818;-0.149;0.114;-0.352;32.725;-2.151;27.739;-4.3;33.1;355.7;33.2;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.82;440.31;27.04;22.3;396.00;395.00;395.00;396.00;
348694;98575;231.48;28.2;-0.062;-0.201;-13.599;-0.144;0.108;-0.347;32.725;-2.151;27.739;-4.0;33.1;355.8;33.1;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.55;357.20;24.36;22.3;396.00;395.00;395.00;396.00;
348794;98572;231.74;28.2;0.508;0.488;-12.689;-0.181;-0.050;-0.331;32.725;-2.151;27.739;-4.0;33.0;355.9;33.1;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.47;447.68;27.27;22.3;396.00;395.00;395.00;396.00;
348894;98560;232.78;28.2;0.785;-0.795;-9.687;-0.193;-0.110;-0.314;32.725;-2.151;27.739;-3.6;32.8;356.1;33.1;12;2025-05-13;13:09:53;51.938.854;4.194.898;-11.937.828.125;-6.529.941.895;202.9;23.38;453.99;27.46;22.3;396.00;395.00;395.00;396.00;
